"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"246",190,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Heart",75235,"50 to 64 Years",0
"247",191,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Heart",75235,"65 to 69 Years",0
"248",192,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Heart",75235,"More Than 70 Years",0
"249",193,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Heart",64108,"2 to 11 Years",42.857142857
"250",194,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Heart",64108,"12 to 17 Years",42.857142857
"251",195,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Heart",64108,"Less Than 2 Years",14.285714286
"252",196,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Heart",64108,"18 to 34 Years",0
"253",197,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Heart",64108,"35 to 49 Years",0
"254",198,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Heart",64108,"50 to 64 Years",0
"255",199,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Heart",64108,"65 to 69 Years",0
"256",200,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Heart",64108,"More Than 70 Years",0
"257",201,"Children's National Medical Center (DCCH)","DCCH","TX1","Heart",20010,"2 to 11 Years",25
"258",202,"Children's National Medical Center (DCCH)","DCCH","TX1","Heart",20010,"12 to 17 Years",25
"259",203,"Children's National Medical Center (DCCH)","DCCH","TX1","Heart",20010,"Less Than 2 Years",50
"260",204,"Children's National Medical Center (DCCH)","DCCH","TX1","Heart",20010,"18 to 34 Years",0
"261",205,"Children's National Medical Center (DCCH)","DCCH","TX1","Heart",20010,"35 to 49 Years",0
"262",206,"Children's National Medical Center (DCCH)","DCCH","TX1","Heart",20010,"50 to 64 Years",0
"263",207,"Children's National Medical Center (DCCH)","DCCH","TX1","Heart",20010,"65 to 69 Years",0
"264",208,"Children's National Medical Center (DCCH)","DCCH","TX1","Heart",20010,"More Than 70 Years",0
"265",209,"Children's of Alabama (ALCH)","ALCH","TX1","Heart",35233,"2 to 11 Years",25
"266",210,"Children's of Alabama (ALCH)","ALCH","TX1","Heart",35233,"12 to 17 Years",25
"267",211,"Children's of Alabama (ALCH)","ALCH","TX1","Heart",35233,"Less Than 2 Years",50
"268",212,"Children's of Alabama (ALCH)","ALCH","TX1","Heart",35233,"18 to 34 Years",0
"269",213,"Children's of Alabama (ALCH)","ALCH","TX1","Heart",35233,"35 to 49 Years",0
"270",214,"Children's of Alabama (ALCH)","ALCH","TX1","Heart",35233,"50 to 64 Years",0
"271",215,"Children's of Alabama (ALCH)","ALCH","TX1","Heart",35233,"65 to 69 Years",0
"272",216,"Children's of Alabama (ALCH)","ALCH","TX1","Heart",35233,"More Than 70 Years",0
"273",217,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Heart",90027,"2 to 11 Years",33.333333333
"274",218,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Heart",90027,"12 to 17 Years",16.666666667
"275",219,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Heart",90027,"Less Than 2 Years",50
"276",220,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Heart",90027,"18 to 34 Years",0
"277",221,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Heart",90027,"35 to 49 Years",0
"278",222,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Heart",90027,"50 to 64 Years",0
"279",223,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Heart",90027,"65 to 69 Years",0
"280",224,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Heart",90027,"More Than 70 Years",0
"281",225,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Heart",33331,"2 to 11 Years",0
"282",226,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Heart",33331,"12 to 17 Years",0
"283",227,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Heart",33331,"Less Than 2 Years",0
"284",228,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Heart",33331,"18 to 34 Years",6.6666666667
"285",229,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Heart",33331,"35 to 49 Years",26.666666667
"286",230,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Heart",33331,"50 to 64 Years",40
"287",231,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Heart",33331,"65 to 69 Years",13.333333333
"288",232,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Heart",33331,"More Than 70 Years",13.333333333
"289",233,"Duke University Hospital (NCDU)","NCDU","TX1","Heart",27710,"2 to 11 Years",8.1632653061
"290",234,"Duke University Hospital (NCDU)","NCDU","TX1","Heart",27710,"12 to 17 Years",0
"291",235,"Duke University Hospital (NCDU)","NCDU","TX1","Heart",27710,"Less Than 2 Years",2.0408163265
"292",236,"Duke University Hospital (NCDU)","NCDU","TX1","Heart",27710,"18 to 34 Years",12.244897959
"293",237,"Duke University Hospital (NCDU)","NCDU","TX1","Heart",27710,"35 to 49 Years",26.530612245
"294",238,"Duke University Hospital (NCDU)","NCDU","TX1","Heart",27710,"50 to 64 Years",48.979591837
"295",239,"Duke University Hospital (NCDU)","NCDU","TX1","Heart",27710,"65 to 69 Years",2.0408163265
"296",240,"Duke University Hospital (NCDU)","NCDU","TX1","Heart",27710,"More Than 70 Years",0
"297",241,"Emory University Hospital (GAEM)","GAEM","TX1","Heart",30322,"2 to 11 Years",0
"298",242,"Emory University Hospital (GAEM)","GAEM","TX1","Heart",30322,"12 to 17 Years",0
"299",243,"Emory University Hospital (GAEM)","GAEM","TX1","Heart",30322,"Less Than 2 Years",0
"300",244,"Emory University Hospital (GAEM)","GAEM","TX1","Heart",30322,"18 to 34 Years",18.181818182
"301",245,"Emory University Hospital (GAEM)","GAEM","TX1","Heart",30322,"35 to 49 Years",38.181818182
"302",246,"Emory University Hospital (GAEM)","GAEM","TX1","Heart",30322,"50 to 64 Years",40
"303",247,"Emory University Hospital (GAEM)","GAEM","TX1","Heart",30322,"65 to 69 Years",3.6363636364
"304",248,"Emory University Hospital (GAEM)","GAEM","TX1","Heart",30322,"More Than 70 Years",0
"305",249,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Heart",32803,"2 to 11 Years",0
"306",250,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Heart",32803,"12 to 17 Years",0
"307",251,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Heart",32803,"Less Than 2 Years",0
"308",252,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Heart",32803,"18 to 34 Years",13.333333333
"309",253,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Heart",32803,"35 to 49 Years",33.333333333
"310",254,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Heart",32803,"50 to 64 Years",40
"311",255,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Heart",32803,"65 to 69 Years",13.333333333
"312",256,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Heart",32803,"More Than 70 Years",0
"313",257,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Heart",53226,"2 to 11 Years",0
"314",258,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Heart",53226,"12 to 17 Years",0
"315",259,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Heart",53226,"Less Than 2 Years",0
"316",260,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Heart",53226,"18 to 34 Years",7.6923076923
"317",261,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Heart",53226,"35 to 49 Years",26.923076923
"318",262,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Heart",53226,"50 to 64 Years",53.846153846
"319",263,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Heart",53226,"65 to 69 Years",11.538461538
"320",264,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Heart",53226,"More Than 70 Years",0
"321",265,"Hartford Hospital (CTHH)","CTHH","TX1","Heart",6102,"2 to 11 Years",0
"322",266,"Hartford Hospital (CTHH)","CTHH","TX1","Heart",6102,"12 to 17 Years",0
"323",267,"Hartford Hospital (CTHH)","CTHH","TX1","Heart",6102,"Less Than 2 Years",0
"324",268,"Hartford Hospital (CTHH)","CTHH","TX1","Heart",6102,"18 to 34 Years",8.6956521739
"325",269,"Hartford Hospital (CTHH)","CTHH","TX1","Heart",6102,"35 to 49 Years",21.739130435
"326",270,"Hartford Hospital (CTHH)","CTHH","TX1","Heart",6102,"50 to 64 Years",60.869565217
"327",271,"Hartford Hospital (CTHH)","CTHH","TX1","Heart",6102,"65 to 69 Years",8.6956521739
"328",272,"Hartford Hospital (CTHH)","CTHH","TX1","Heart",6102,"More Than 70 Years",0
"329",273,"Henry Ford Hospital (MIHF)","MIHF","TX1","Heart",48202,"2 to 11 Years",0
"330",274,"Henry Ford Hospital (MIHF)","MIHF","TX1","Heart",48202,"12 to 17 Years",0
"331",275,"Henry Ford Hospital (MIHF)","MIHF","TX1","Heart",48202,"Less Than 2 Years",0
"332",276,"Henry Ford Hospital (MIHF)","MIHF","TX1","Heart",48202,"18 to 34 Years",6.8965517241
"333",277,"Henry Ford Hospital (MIHF)","MIHF","TX1","Heart",48202,"35 to 49 Years",17.24137931
"334",278,"Henry Ford Hospital (MIHF)","MIHF","TX1","Heart",48202,"50 to 64 Years",51.724137931
"335",279,"Henry Ford Hospital (MIHF)","MIHF","TX1","Heart",48202,"65 to 69 Years",24.137931034
"336",280,"Henry Ford Hospital (MIHF)","MIHF","TX1","Heart",48202,"More Than 70 Years",0
"337",281,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Heart",19104,"2 to 11 Years",0
"338",282,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Heart",19104,"12 to 17 Years",0
"339",283,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Heart",19104,"Less Than 2 Years",0
"340",284,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Heart",19104,"18 to 34 Years",22.388059701
"341",285,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Heart",19104,"35 to 49 Years",25.373134328
"342",286,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Heart",19104,"50 to 64 Years",40.298507463
"343",287,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Heart",19104,"65 to 69 Years",11.940298507
"344",288,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Heart",19104,"More Than 70 Years",0
"345",289,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Heart",77030,"2 to 11 Years",0
"346",290,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Heart",77030,"12 to 17 Years",0
"347",291,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Heart",77030,"Less Than 2 Years",0
"348",292,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Heart",77030,"18 to 34 Years",10.294117647
"349",293,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Heart",77030,"35 to 49 Years",29.411764706
"350",294,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Heart",77030,"50 to 64 Years",51.470588235
"351",295,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Heart",77030,"65 to 69 Years",8.8235294118
"352",296,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Heart",77030,"More Than 70 Years",0
"353",297,"Indiana University Health (INIM)","INIM","TX1","Heart",46202,"2 to 11 Years",11.538461538
"354",298,"Indiana University Health (INIM)","INIM","TX1","Heart",46202,"12 to 17 Years",3.8461538462
"355",299,"Indiana University Health (INIM)","INIM","TX1","Heart",46202,"Less Than 2 Years",3.8461538462
"356",300,"Indiana University Health (INIM)","INIM","TX1","Heart",46202,"18 to 34 Years",7.6923076923
"357",301,"Indiana University Health (INIM)","INIM","TX1","Heart",46202,"35 to 49 Years",19.230769231
"358",302,"Indiana University Health (INIM)","INIM","TX1","Heart",46202,"50 to 64 Years",30.769230769
"359",303,"Indiana University Health (INIM)","INIM","TX1","Heart",46202,"65 to 69 Years",23.076923077
"360",304,"Indiana University Health (INIM)","INIM","TX1","Heart",46202,"More Than 70 Years",0
"361",305,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Heart",22042,"2 to 11 Years",0
"362",306,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Heart",22042,"12 to 17 Years",0
"363",307,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Heart",22042,"Less Than 2 Years",0
"364",308,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Heart",22042,"18 to 34 Years",14.634146341
"365",309,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Heart",22042,"35 to 49 Years",29.268292683
"366",310,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Heart",22042,"50 to 64 Years",46.341463415
"367",311,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Heart",22042,"65 to 69 Years",9.756097561
"368",312,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Heart",22042,"More Than 70 Years",0
"369",313,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Heart",73112,"2 to 11 Years",0
"370",314,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Heart",73112,"12 to 17 Years",0
"371",315,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Heart",73112,"Less Than 2 Years",0
"372",316,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Heart",73112,"18 to 34 Years",9.0909090909
"373",317,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Heart",73112,"35 to 49 Years",13.636363636
"374",318,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Heart",73112,"50 to 64 Years",63.636363636
"375",319,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Heart",73112,"65 to 69 Years",13.636363636
"376",320,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Heart",73112,"More Than 70 Years",0
"377",321,"Intermountain Medical Center (UTLD)","UTLD","TX1","Heart",84107,"2 to 11 Years",0
"378",322,"Intermountain Medical Center (UTLD)","UTLD","TX1","Heart",84107,"12 to 17 Years",0
"379",323,"Intermountain Medical Center (UTLD)","UTLD","TX1","Heart",84107,"Less Than 2 Years",0
"380",324,"Intermountain Medical Center (UTLD)","UTLD","TX1","Heart",84107,"18 to 34 Years",35.294117647
"381",325,"Intermountain Medical Center (UTLD)","UTLD","TX1","Heart",84107,"35 to 49 Years",35.294117647
"382",326,"Intermountain Medical Center (UTLD)","UTLD","TX1","Heart",84107,"50 to 64 Years",23.529411765
"383",327,"Intermountain Medical Center (UTLD)","UTLD","TX1","Heart",84107,"65 to 69 Years",5.8823529412
"384",328,"Intermountain Medical Center (UTLD)","UTLD","TX1","Heart",84107,"More Than 70 Years",0
"385",329,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Heart",33136,"2 to 11 Years",2.7027027027
"386",330,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Heart",33136,"12 to 17 Years",2.7027027027
"387",331,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Heart",33136,"Less Than 2 Years",0
"388",332,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Heart",33136,"18 to 34 Years",8.1081081081
"389",333,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Heart",33136,"35 to 49 Years",21.621621622
"390",334,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Heart",33136,"50 to 64 Years",62.162162162
"391",335,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Heart",33136,"65 to 69 Years",2.7027027027
"392",336,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Heart",33136,"More Than 70 Years",0
"393",337,"Jewish Hospital (KYJH)","KYJH","TX1","Heart",40202,"2 to 11 Years",0
"394",338,"Jewish Hospital (KYJH)","KYJH","TX1","Heart",40202,"12 to 17 Years",0
"395",339,"Jewish Hospital (KYJH)","KYJH","TX1","Heart",40202,"Less Than 2 Years",0
"396",340,"Jewish Hospital (KYJH)","KYJH","TX1","Heart",40202,"18 to 34 Years",0
"397",341,"Jewish Hospital (KYJH)","KYJH","TX1","Heart",40202,"35 to 49 Years",25
"398",342,"Jewish Hospital (KYJH)","KYJH","TX1","Heart",40202,"50 to 64 Years",68.75
"399",343,"Jewish Hospital (KYJH)","KYJH","TX1","Heart",40202,"65 to 69 Years",6.25
"400",344,"Jewish Hospital (KYJH)","KYJH","TX1","Heart",40202,"More Than 70 Years",0
"401",345,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Heart",21287,"2 to 11 Years",5.1282051282
"402",346,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Heart",21287,"12 to 17 Years",7.6923076923
"403",347,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Heart",21287,"Less Than 2 Years",2.5641025641
"404",348,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Heart",21287,"18 to 34 Years",5.1282051282
"405",349,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Heart",21287,"35 to 49 Years",28.205128205
"406",350,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Heart",21287,"50 to 64 Years",48.717948718
"407",351,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Heart",21287,"65 to 69 Years",2.5641025641
"408",352,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Heart",21287,"More Than 70 Years",0
"409",353,"Keck Hospital of USC (CAUH)","CAUH","TX1","Heart",90033,"2 to 11 Years",0
"410",354,"Keck Hospital of USC (CAUH)","CAUH","TX1","Heart",90033,"12 to 17 Years",0
"411",355,"Keck Hospital of USC (CAUH)","CAUH","TX1","Heart",90033,"Less Than 2 Years",0
"412",356,"Keck Hospital of USC (CAUH)","CAUH","TX1","Heart",90033,"18 to 34 Years",0
"413",357,"Keck Hospital of USC (CAUH)","CAUH","TX1","Heart",90033,"35 to 49 Years",16.666666667
"414",358,"Keck Hospital of USC (CAUH)","CAUH","TX1","Heart",90033,"50 to 64 Years",58.333333333
"415",359,"Keck Hospital of USC (CAUH)","CAUH","TX1","Heart",90033,"65 to 69 Years",25
"416",360,"Keck Hospital of USC (CAUH)","CAUH","TX1","Heart",90033,"More Than 70 Years",0
"417",361,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Heart",38103,"2 to 11 Years",60
"418",362,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Heart",38103,"12 to 17 Years",0
"419",363,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Heart",38103,"Less Than 2 Years",40
"420",364,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Heart",38103,"18 to 34 Years",0
"421",365,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Heart",38103,"35 to 49 Years",0
"422",366,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Heart",38103,"50 to 64 Years",0
"423",367,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Heart",38103,"65 to 69 Years",0
"424",368,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Heart",38103,"More Than 70 Years",0
"425",369,"Loma Linda University Medical Center (CALL)","CALL","TX1","Heart",92354,"2 to 11 Years",7.1428571429
"426",370,"Loma Linda University Medical Center (CALL)","CALL","TX1","Heart",92354,"12 to 17 Years",7.1428571429
"427",371,"Loma Linda University Medical Center (CALL)","CALL","TX1","Heart",92354,"Less Than 2 Years",42.857142857
"428",372,"Loma Linda University Medical Center (CALL)","CALL","TX1","Heart",92354,"18 to 34 Years",28.571428571
"429",373,"Loma Linda University Medical Center (CALL)","CALL","TX1","Heart",92354,"35 to 49 Years",0
"430",374,"Loma Linda University Medical Center (CALL)","CALL","TX1","Heart",92354,"50 to 64 Years",14.285714286
"431",375,"Loma Linda University Medical Center (CALL)","CALL","TX1","Heart",92354,"65 to 69 Years",0
"432",376,"Loma Linda University Medical Center (CALL)","CALL","TX1","Heart",92354,"More Than 70 Years",0
"433",377,"Loyola University Medical Center (ILLU)","ILLU","TX1","Heart",60153,"2 to 11 Years",0
"434",378,"Loyola University Medical Center (ILLU)","ILLU","TX1","Heart",60153,"12 to 17 Years",0
"435",379,"Loyola University Medical Center (ILLU)","ILLU","TX1","Heart",60153,"Less Than 2 Years",0
"436",380,"Loyola University Medical Center (ILLU)","ILLU","TX1","Heart",60153,"18 to 34 Years",22.222222222
"437",381,"Loyola University Medical Center (ILLU)","ILLU","TX1","Heart",60153,"35 to 49 Years",29.62962963
