"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"1051",9,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Liver",53215,"Female",47.169811321
"1052",10,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Liver",53215,"Male",52.830188679
"1053",11,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Liver",919,"Female",64.705882353
"1054",12,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Liver",919,"Male",35.294117647
"1055",13,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Liver",57105,"Female",38.095238095
"1056",14,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Liver",57105,"Male",61.904761905
"1057",15,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Liver",85719,"Female",54.545454545
"1058",16,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Liver",85719,"Male",45.454545455
"1059",17,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Liver",85006,"Female",34.482758621
"1060",18,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Liver",85006,"Male",65.517241379
"1061",19,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Liver",63110,"Female",34.782608696
"1062",20,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Liver",63110,"Male",65.217391304
"1063",21,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Liver",76104,"Female",43.859649123
"1064",22,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Liver",76104,"Male",56.140350877
"1065",23,"Baylor University Medical Center (TXTX)","TXTX","TX1","Liver",75246,"Female",40.740740741
"1066",24,"Baylor University Medical Center (TXTX)","TXTX","TX1","Liver",75246,"Male",59.259259259
"1067",25,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Liver",2215,"Female",31.967213115
"1068",26,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Liver",2215,"Male",68.032786885
"1069",27,"Boston Children's Hospital (MACH)","MACH","TX1","Liver",2115,"Female",77.777777778
"1070",28,"Boston Children's Hospital (MACH)","MACH","TX1","Liver",2115,"Male",22.222222222
"1071",29,"Broward Health Medical Center (FLBC)","FLBC","TX1","Liver",NA,"Female",19.047619048
"1072",30,"Broward Health Medical Center (FLBC)","FLBC","TX1","Liver",NA,"Male",80.952380952
"1073",31,"California Pacific Medical Center (CAPM)","CAPM","TX1","Liver",94114,"Female",42.857142857
"1074",32,"California Pacific Medical Center (CAPM)","CAPM","TX1","Liver",94114,"Male",57.142857143
"1075",33,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Liver",63104,"Female",33.333333333
"1076",34,"Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","Liver",63104,"Male",66.666666667
"1077",35,"Carolinas Medical Center (NCCM)","NCCM","TX1","Liver",28203,"Female",28.571428571
"1078",36,"Carolinas Medical Center (NCCM)","NCCM","TX1","Liver",28203,"Male",71.428571429
"1079",37,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Liver",90211,"Female",40.983606557
"1080",38,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Liver",90211,"Male",59.016393443
"1081",39,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Liver",80210,"Female",53.846153846
"1082",40,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Liver",80210,"Male",46.153846154
"1083",41,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Liver",77030,"Female",43.47826087
"1084",42,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Liver",77030,"Male",56.52173913
"1085",43,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Liver",30322,"Female",42.857142857
"1086",44,"Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","Liver",30322,"Male",57.142857143
"1087",45,"Children's Hospital Colorado (COCH)","COCH","TX1","Liver",80045,"Female",0
"1088",46,"Children's Hospital Colorado (COCH)","COCH","TX1","Liver",80045,"Male",100
"1089",47,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Liver",45229,"Female",48.275862069
"1090",48,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Liver",45229,"Male",51.724137931
"1091",49,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Liver",19104,"Female",75
"1092",50,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Liver",19104,"Male",25
"1093",51,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Liver",53226,"Female",41.176470588
"1094",52,"Children's Hospital of Wisconsin (WICH)","WICH","TX1","Liver",53226,"Male",58.823529412
"1095",53,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Liver",75235,"Female",44.827586207
"1096",54,"Children's Medical Center of Dallas (TXCM)","TXCM","TX1","Liver",75235,"Male",55.172413793
"1097",55,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Liver",64108,"Female",50
"1098",56,"Children's Mercy Hospital (MOCM)","MOCM","TX1","Liver",64108,"Male",50
"1099",57,"Children's of Alabama (ALCH)","ALCH","TX1","Liver",35233,"Female",0
"1100",58,"Children's of Alabama (ALCH)","ALCH","TX1","Liver",35233,"Male",100
"1101",59,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Liver",90027,"Female",63.157894737
"1102",60,"Childrens Hospital Los Angeles (CACL)","CACL","TX1","Liver",90027,"Male",36.842105263
"1103",61,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Liver",33331,"Female",35.416666667
"1104",62,"Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","Liver",33331,"Male",64.583333333
"1105",63,"Duke University Hospital (NCDU)","NCDU","TX1","Liver",27710,"Female",43.75
"1106",64,"Duke University Hospital (NCDU)","NCDU","TX1","Liver",27710,"Male",56.25
"1107",65,"Emory University Hospital (GAEM)","GAEM","TX1","Liver",30322,"Female",43.055555556
"1108",66,"Emory University Hospital (GAEM)","GAEM","TX1","Liver",30322,"Male",56.944444444
"1109",67,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Liver",32803,"Female",23.684210526
"1110",68,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Liver",32803,"Male",76.315789474
"1111",69,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Liver",53226,"Female",38.461538462
"1112",70,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Liver",53226,"Male",61.538461538
"1113",71,"Geisinger Medical Center (PAGM)","PAGM","TX1","Liver",17822,"Female",0
"1114",72,"Geisinger Medical Center (PAGM)","PAGM","TX1","Liver",17822,"Male",100
"1115",73,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Liver",20007,"Female",37.698412698
"1116",74,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Liver",20007,"Male",62.301587302
"1117",75,"Hahnemann University Hospital (PAHM)","PAHM","TX1","Liver",19102,"Female",28.571428571
"1118",76,"Hahnemann University Hospital (PAHM)","PAHM","TX1","Liver",19102,"Male",71.428571429
"1119",77,"Hartford Hospital (CTHH)","CTHH","TX1","Liver",6102,"Female",26.315789474
"1120",78,"Hartford Hospital (CTHH)","CTHH","TX1","Liver",6102,"Male",73.684210526
"1121",79,"Henry Ford Hospital (MIHF)","MIHF","TX1","Liver",48202,"Female",39.310344828
"1122",80,"Henry Ford Hospital (MIHF)","MIHF","TX1","Liver",48202,"Male",60.689655172
"1123",81,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Liver",19104,"Female",35.714285714
"1124",82,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Liver",19104,"Male",64.285714286
"1125",83,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Liver",77030,"Female",41.916167665
"1126",84,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Liver",77030,"Male",58.083832335
"1127",85,"Indiana University Health (INIM)","INIM","TX1","Liver",46202,"Female",47.777777778
"1128",86,"Indiana University Health (INIM)","INIM","TX1","Liver",46202,"Male",52.222222222
"1129",87,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Liver",73112,"Female",53.271028037
"1130",88,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Liver",73112,"Male",46.728971963
"1131",89,"Intermountain Medical Center (UTLD)","UTLD","TX1","Liver",84107,"Female",42.253521127
"1132",90,"Intermountain Medical Center (UTLD)","UTLD","TX1","Liver",84107,"Male",57.746478873
"1133",91,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Liver",33136,"Female",40.869565217
"1134",92,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Liver",33136,"Male",59.130434783
"1135",93,"Jewish Hospital (KYJH)","KYJH","TX1","Liver",40202,"Female",38.235294118
"1136",94,"Jewish Hospital (KYJH)","KYJH","TX1","Liver",40202,"Male",61.764705882
"1137",95,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Liver",21287,"Female",44.632768362
"1138",96,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Liver",21287,"Male",55.367231638
"1139",97,"Keck Hospital of USC (CAUH)","CAUH","TX1","Liver",90033,"Female",40.711462451
"1140",98,"Keck Hospital of USC (CAUH)","CAUH","TX1","Liver",90033,"Male",59.288537549
"1141",99,"Lahey Clinic Medical Center (MALC)","MALC","TX1","Liver",1805,"Female",30.476190476
"1142",100,"Lahey Clinic Medical Center (MALC)","MALC","TX1","Liver",1805,"Male",69.523809524
"1143",101,"Largo Medical Center (FLLM)","FLLM","TX1","Liver",33770,"Female",47.058823529
"1144",102,"Largo Medical Center (FLLM)","FLLM","TX1","Liver",33770,"Male",52.941176471
"1145",103,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Liver",38103,"Female",100
"1146",104,"Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","Liver",38103,"Male",0
"1147",105,"Loma Linda University Medical Center (CALL)","CALL","TX1","Liver",92354,"Female",31.818181818
"1148",106,"Loma Linda University Medical Center (CALL)","CALL","TX1","Liver",92354,"Male",68.181818182
"1149",107,"Loyola University Medical Center (ILLU)","ILLU","TX1","Liver",60153,"Female",32.653061224
"1150",108,"Loyola University Medical Center (ILLU)","ILLU","TX1","Liver",60153,"Male",67.346938776
"1151",109,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Liver",94304,"Female",38.888888889
"1152",110,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Liver",94304,"Male",61.111111111
"1153",111,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Liver",2114,"Female",38.170347003
"1154",112,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Liver",2114,"Male",61.829652997
"1155",113,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Liver",32224,"Female",41.860465116
"1156",114,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Liver",32224,"Male",58.139534884
"1157",115,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Liver",85054,"Female",55.371900826
"1158",116,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Liver",85054,"Male",44.628099174
"1159",117,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Liver",23219,"Female",34.523809524
"1160",118,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Liver",23219,"Male",65.476190476
"1161",119,"Medical University of South Carolina (SCMU)","SCMU","TX1","Liver",29425,"Female",30.612244898
"1162",120,"Medical University of South Carolina (SCMU)","SCMU","TX1","Liver",29425,"Male",69.387755102
"1163",121,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Liver",77030,"Female",48.484848485
"1164",122,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Liver",77030,"Male",51.515151515
"1165",123,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Liver",75203,"Female",47.945205479
"1166",124,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Liver",75203,"Male",52.054794521
"1167",125,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"Female",35.757575758
"1168",126,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"Male",64.242424242
"1169",127,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"Female",37.5
"1170",128,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"Male",62.5
"1171",129,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"Female",1.9607843137
"1172",130,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"Male",98.039215686
"1173",131,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"Female",47.457627119
"1174",132,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"Male",52.542372881
"1175",133,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"Female",35.221674877
"1176",134,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"Male",64.778325123
"1177",135,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"Female",50
"1178",136,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"Male",50
"1179",137,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"Female",27.137546468
"1180",138,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"Male",72.862453532
"1181",139,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"Female",33.333333333
"1182",140,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"Male",66.666666667
"1183",141,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"Female",28.985507246
"1184",142,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"Male",71.014492754
"1185",143,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"Female",43.949044586
"1186",144,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"Male",56.050955414
"1187",145,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"Female",53.684210526
"1188",146,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"Male",46.315789474
"1189",147,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"Female",50.78125
"1190",148,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"Male",49.21875
"1191",149,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"Female",51.612903226
"1192",150,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"Male",48.387096774
"1193",151,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"Female",41.666666667
"1194",152,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"Male",58.333333333
"1195",153,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"Female",35.087719298
"1196",154,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"Male",64.912280702
"1197",155,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"Female",41.428571429
"1198",156,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"Male",58.571428571
"1199",157,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"Female",58.333333333
"1200",158,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"Male",41.666666667
"1201",159,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"Female",44.444444444
"1202",160,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"Male",55.555555556
"1203",161,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"Female",48.80952381
"1204",162,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"Male",51.19047619
"1205",163,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"Female",50
"1206",164,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"Male",50
"1207",165,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"Female",30.708661417
"1208",166,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"Male",69.291338583
"1209",167,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"Female",48.275862069
"1210",168,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"Male",51.724137931
"1211",169,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"Female",40.909090909
"1212",170,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"Male",59.090909091
"1213",171,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"Female",57.142857143
"1214",172,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"Male",42.857142857
"1215",173,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"Female",40
"1216",174,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"Male",60
"1217",175,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"Female",39.130434783
"1218",176,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"Male",60.869565217
"1219",177,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"Female",44
"1220",178,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"Male",56
"1221",179,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"Female",66.666666667
"1222",180,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"Male",33.333333333
"1223",181,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"Female",42.424242424
"1224",182,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"Male",57.575757576
"1225",183,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"Female",28.571428571
"1226",184,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"Male",71.428571429
"1227",185,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"Female",36.842105263
"1228",186,"Swedish Medical Center (WASM)","WASM","TX1","Liver",98122,"Male",63.157894737
"1229",187,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"Female",31.617647059
"1230",188,"Tampa General Hospital (FLTG)","FLTG","TX1","Liver",33606,"Male",68.382352941
"1231",189,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"Female",22.727272727
"1232",190,"Temple University Hospital (PATU)","PATU","TX1","Liver",19140,"Male",77.272727273
"1233",191,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"Female",25
"1234",192,"Texas Children's Hospital (TXTC)","TXTC","TX1","Liver",77030,"Male",75
"1235",193,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"Female",40.271493213
"1236",194,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Liver",44195,"Male",59.728506787
"1237",195,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"Female",42.477876106
"1238",196,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Liver",68198,"Male",57.522123894
"1239",197,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"Female",31.818181818
"1240",198,"The Queen's Medical Center (HIQM)","HIQM","TX1","Liver",96813,"Male",68.181818182
"1241",199,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"Female",33.846153846
"1242",200,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Liver",19107,"Male",66.153846154
"1243",201,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"Female",30.769230769
"1244",202,"Tulane Medical Center (LATU)","LATU","TX1","Liver",70112,"Male",69.230769231
"1245",203,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"Female",34.88372093
"1246",204,"UAMS Medical Center (ARUA)","ARUA","TX1","Liver",72205,"Male",65.11627907
"1247",205,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"Female",57.142857143
"1248",206,"UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","Liver",94158,"Male",42.857142857
"1249",207,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"Female",32.142857143
"1250",208,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Liver",32608,"Male",67.857142857
"1251",209,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"Female",38.953488372
"1252",210,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Liver",1655,"Male",61.046511628
"1253",211,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"Female",33.333333333
"1254",212,"University Childrens Health (TXUC","TXUC","TX1","Liver",78229,"Male",66.666666667
"1255",213,"University Hospital (NJUH)","NJUH","TX1","Liver",NA,"Female",40.243902439
"1256",214,"University Hospital (NJUH)","NJUH","TX1","Liver",NA,"Male",59.756097561
"1257",215,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"Female",43.356643357
"1258",216,"University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","Liver",78229,"Male",56.643356643
"1259",217,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"Female",38.888888889
"1260",218,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Liver",44106,"Male",61.111111111
"1261",219,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"Female",48.965517241
"1262",220,"University of Alabama Hospital (ALUA)","ALUA","TX1","Liver",35233,"Male",51.034482759
"1263",221,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"Female",39.915966387
"1264",222,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Liver",90095,"Male",60.084033613
"1265",223,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"Female",45.238095238
"1266",224,"University of California San Diego Medical Center (CASD)","CASD","TX1","Liver",92037,"Male",54.761904762
"1267",225,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"Female",39.941262849
"1268",226,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Liver",94118,"Male",60.058737151
"1269",227,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"Female",45.714285714
"1270",228,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Liver",60637,"Male",54.285714286
"1271",229,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Liver",45229,"Female",44.897959184
"1272",230,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Liver",45229,"Male",55.102040816
"1273",231,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Liver",80045,"Female",48.951048951
"1274",232,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Liver",80045,"Male",51.048951049
"1275",233,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Liver",60612,"Female",40.25974026
"1276",234,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Liver",60612,"Male",59.74025974
"1277",235,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Liver",52242,"Female",47.058823529
"1278",236,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Liver",52242,"Male",52.941176471
"1279",237,"University of Kansas Hospital (KSUK)","KSUK","TX1","Liver",66103,"Female",41.584158416
"1280",238,"University of Kansas Hospital (KSUK)","KSUK","TX1","Liver",66103,"Male",58.415841584
"1281",239,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Liver",40536,"Female",29.166666667
"1282",240,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Liver",40536,"Male",70.833333333
"1283",241,"University of Maryland Medical System (MDUM)","MDUM","TX1","Liver",21201,"Female",44.35483871
"1284",242,"University of Maryland Medical System (MDUM)","MDUM","TX1","Liver",21201,"Male",55.64516129
"1285",243,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Liver",48109,"Female",40.336134454
"1286",244,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Liver",48109,"Male",59.663865546
"1287",245,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Liver",55454,"Female",33.333333333
"1288",246,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Liver",55454,"Male",66.666666667
"1289",247,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Liver",39216,"Female",33.333333333
"1290",248,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Liver",39216,"Male",66.666666667
"1291",249,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Liver",27514,"Female",33.333333333
"1292",250,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Liver",27514,"Male",66.666666667
"1293",251,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Liver",15213,"Female",39.682539683
"1294",252,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Liver",15213,"Male",60.317460317
"1295",253,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Liver",77555,"Female",43.103448276
"1296",254,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Liver",77555,"Male",56.896551724
"1297",255,"University of Utah Medical Center (UTMC)","UTMC","TX1","Liver",84132,"Female",43.75
"1298",256,"University of Utah Medical Center (UTMC)","UTMC","TX1","Liver",84132,"Male",56.25
"1299",257,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Liver",22908,"Female",40
"1300",258,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Liver",22908,"Male",60
"1301",259,"University of Washington Medical Center (WAUW)","WAUW","TX1","Liver",98195,"Female",39.0625
"1302",260,"University of Washington Medical Center (WAUW)","WAUW","TX1","Liver",98195,"Male",60.9375
"1303",261,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Liver",53792,"Female",37.272727273
"1304",262,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Liver",53792,"Male",62.727272727
"1305",263,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Liver",15224,"Female",50
"1306",264,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Liver",15224,"Male",50
"1307",265,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Liver",75390,"Female",40.476190476
"1308",266,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Liver",75390,"Male",59.523809524
"1309",267,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Liver",15240,"Female",6.5573770492
"1310",268,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Liver",15240,"Male",93.442622951
"1311",269,"VA Portland Health Care System (ORVA)","ORVA","TX1","Liver",97239,"Female",0
"1312",270,"VA Portland Health Care System (ORVA)","ORVA","TX1","Liver",97239,"Male",100
"1313",271,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Liver",37232,"Female",36.416184971
"1314",272,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Liver",37232,"Male",63.583815029
"1315",273,"Westchester Medical Center (NYWC)","NYWC","TX1","Liver",10595,"Female",38.461538462
"1316",274,"Westchester Medical Center (NYWC)","NYWC","TX1","Liver",10595,"Male",61.538461538
"1317",275,"William Beaumont Hospital (MIBH)","MIBH","TX1","Liver",48073,"Female",45
